t_s,vrms,irms,power,event,event_t_s,delta_va,direction,cluster,fragments
479.019714,0.000015,0.0014,0.3284,0,,,,,
480.019562,0.000016,0.0015,0.3462,0,,,,,
481.020538,0.000016,0.0015,0.3462,0,,,,,
482.020386,0.000016,0.0015,0.3482,0,,,,,
483.020233,0.000015,0.0014,0.3308,0,,,,,
484.020050,0.000015,0.0014,0.3321,0,,,,,
485.019867,0.000016,0.0015,0.3464,0,,,,,
486.019714,0.000015,0.0014,0.3268,0,,,,,
487.019562,0.000016,0.0014,0.3426,0,,,,,
488.020538,0.000015,0.0014,0.3318,0,,,,,
489.020386,0.000016,0.0014,0.3394,0,,,,,
490.020233,0.000015,0.0014,0.3247,0,,,,,
491.020050,0.000016,0.0014,0.3406,0,,,,,
492.019867,0.000015,0.0014,0.3298,0,,,,,
493.019714,0.000015,0.0014,0.3262,0,,,,,
494.019562,0.000015,0.0014,0.3227,0,,,,,
495.020538,0.000015,0.0014,0.3346,0,,,,,
496.020386,0.000015,0.0014,0.3312,0,,,,,
497.020233,0.000014,0.0013,0.3092,0,,,,,
498.020050,0.000015,0.0014,0.3358,0,,,,,
499.019867,0.000015,0.0013,0.3191,0,,,,,
500.019714,0.000015,0.0014,0.3347,0,,,,,
501.019562,0.000015,0.0013,0.3185,0,,,,,
502.020538,0.000015,0.0014,0.3212,0,,,,,
503.020386,0.000015,0.0014,0.3280,0,,,,,
504.020233,0.000015,0.0013,0.3173,0,,,,,
505.020050,0.000015,0.0013,0.3194,0,,,,,
506.019867,0.000014,0.0013,0.3112,0,,,,,
507.019714,0.000015,0.0014,0.3310,0,,,,,
508.019562,0.000015,0.0014,0.3208,0,,,,,
509.020538,0.000015,0.0014,0.3261,0,,,,,
510.020386,0.000015,0.0014,0.3246,0,,,,,
511.020233,0.000015,0.0014,0.3287,0,,,,,
512.020081,0.000015,0.0014,0.3238,0,,,,,
