iso_time,t_s,voltage_v,current_a,power_w,energy_kwh,raw_dps
2026-08-27T21:05:38.596,64.259,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:39.518,65.264,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:40.540,66.265,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:41.517,67.27,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:42.536,68.275,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:43.529,69.279,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:44.533,70.283,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:45.555,71.284,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:46.539,72.289,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:47.573,73.292,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:48.551,74.295,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:49.644,75.301,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:50.577,76.306,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:51.552,77.309,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:52.570,78.312,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
